Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-02-23,29.630048751831055,29.630048751831055,28.88595661406687,28.966158385761652,283896400
2015-02-24,29.445146560668945,29.763727129630745,29.222364182151917,29.616689943956068,276912400
2015-02-25,28.692138671875,29.31815995946812,28.549558097335243,29.30924676140305,298846800
2015-02-26,29.05527687072754,29.155528259362143,28.206476567891034,28.692140512533417,365150000
2015-02-27,28.618621826171875,29.088692714889373,28.569609437821136,28.961705145238223,248059200
2015-03-02,28.758974075317383,29.024085627977033,28.582977506411293,28.79462006881881,192386800
2015-03-03,28.819122314453125,28.85476830306888,28.536187803822017,28.730010742302316,151265200
2015-03-04,28.636444091796875,28.863683059023995,28.587435098266674,28.76120507338472,126665200
2015-03-05,28.16192054748535,28.683230483724483,28.017111665298497,28.645357888294036,226068400
2015-03-06,28.204242706298828,28.821349014026374,28.12849752976883,28.605249881452455,291368400
2015-03-09,28.32455062866211,28.865913560085808,27.8611628871626,28.507232105640526,354114000
2015-03-10,27.73863983154297,28.342379991034335,27.580464515929656,28.16192677316612,275426400
2015-03-11,27.232908248901367,27.796547203666474,27.203947161394755,27.792092305470874,275756000
2015-03-12,27.72526741027832,27.825520504346425,27.0970211462915,27.248513237592313,193450800
2015-03-13,27.533674240112305,27.93691151412866,27.30866525427582,27.71412912836957,207309200
2015-03-16,27.836660385131836,27.836660385131836,27.373274281820116,27.598283283535313,143497200
2015-03-17,28.302274703979492,28.36465350051074,27.992607321417427,28.048302918276715,204092400
2015-03-18,28.620847702026367,28.774568061657938,28.153005124528036,28.29335738786922,261083600
2015-03-19,28.40475845336914,28.794627687042833,28.38248055138392,28.68323647742178,183238000
2015-03-20,28.048297882080078,28.605252050974638,27.883439420892177,28.57183605861484,274780400
2015-03-23,28.340137481689453,28.482718024267633,28.18641714372161,28.320087889621025,150838800
2015-03-24,28.22429847717285,28.525052631476665,28.195335681803996,28.344601158711114,131369200
2015-03-25,27.48688316345215,28.253254919764572,27.48688316345215,28.19087613954273,206620800
2015-03-26,27.67848014831543,27.821060723861976,27.31311721101558,27.348763204749485,190291600
2015-03-27,27.457927703857422,27.780961467554363,27.382182512251926,27.75200037071014,158184800
2015-03-30,28.15300750732422,28.15969070618787,27.62501270106702,27.636152498969455,188398800
2015-03-31,27.720813751220703,28.179744945544357,27.7052190514047,28.09063164672656,168362400
2015-04-01,27.680713653564453,27.874534956630463,27.424513549427502,27.807699555657397,162485600
2015-04-02,27.919084548950195,27.972551838021896,27.66734110069705,27.85447746229525,128880400
2015-04-06,28.371337890625,28.406983889964096,27.69853580020015,27.72972519977446,148776000
2015-04-07,28.072805404663086,28.54287461627673,28.06612220587488,28.43594003627644,140049200
2015-04-08,27.981468200683594,28.159694794832983,27.84111590508492,28.03716379889343,149316800
2015-04-09,28.195335388183594,28.19979198728373,27.77205025717625,28.03716011401972,129936000
2015-04-10,28.31563377380371,28.340139966053933,27.90571510288052,28.059433754629573,160752000
2015-04-13,28.25994300842285,28.643130652588724,28.206475716078707,28.598571459528543,145460400
2015-04-14,28.13741683959961,28.35797093215795,28.05053184254042,28.293363834399493,102098400
2015-04-15,28.244346618652344,28.32232010275282,28.0728049536313,28.161918235329477,115881600
2015-04-16,28.108448028564453,28.315635677165186,28.095081631781955,28.13295422246197,113476000
2015-04-17,27.792097091674805,28.101764410267815,27.727490008700773,27.970323644685543,207828000
2015-04-20,28.42702865600586,28.542874734769516,27.885667455885272,27.97478073938513,188217200
2015-04-21,28.27330780029297,28.56069552534772,28.219838814506353,28.538419330811536,129740400
2015-04-22,28.654273986816406,28.70996959223279,28.141875436802668,28.29113925139178,150618000
2015-04-23,28.888181686401367,29.055268418650506,28.54732502456418,28.58297100996385,183083600
2015-04-24,29.024078369140625,29.1020535355,28.790156269450687,29.07086414883389,178103600
2015-04-27,29.552082061767578,29.659020054313498,29.217908483687783,29.47633686658962,387816800
2015-04-28,29.086463928222656,29.973136755491907,28.86591157083985,29.95531715842963,475696000
2015-04-29,28.658723831176758,29.31593114028446,28.582978641519965,28.99735398411014,253544400
2015-04-30,27.881210327148438,28.658720221632425,27.75422446071584,28.658720221632425,332781600
2015-05-01,28.727781295776367,28.99066621763661,27.91462713625197,28.092851983674798,234050400
2015-05-04,28.672086715698242,29.088692006534558,28.574061941383814,28.85031326905277,203953200
2015-05-05,28.026023864746094,28.616395807374317,28.021567265351923,28.549560414019027,197085600
2015-05-06,27.850027084350586,28.23766796751676,27.482435800455796,28.195338769461948,288564000
2015-05-07,28.02228546142578,28.2057300178266,27.744880165955735,27.912664883644084,175763600
2015-05-08,28.550243377685547,28.550243377685547,28.212436391614474,28.339952687353417,222201600
2015-05-11,28.259422302246094,28.536825907144788,28.105059806771205,28.49879511187531,168143200
2015-05-12,28.15875244140625,28.38470131456575,27.923853137743748,28.09834898307268,192640000
2015-05-13,28.190065383911133,28.45404669644201,28.158745711813754,28.221385056008515,138776800
2015-05-14,28.8477783203125,28.8477783203125,28.44733372368383,28.503261949746317,180814000
2015-05-15,28.807519912719727,28.96859352314457,28.68224119652018,28.87463448599491,152832000
2015-05-18,29.12519073486328,29.243758330276098,28.715795609468728,28.720270824462286,203531600
2015-05-19,29.098346710205078,29.279553663900636,29.002148361133898,29.237047654793994,178532800
2015-05-20,29.096101760864258,29.301917237151514,28.935028185754533,29.08267953186982,145819600
2015-05-21,29.393644332885742,29.447336669720922,29.04465267742884,29.09834501426402,158921600
2015-05-22,29.650909423828125,29.74710775614542,29.3958768271936,29.440622142832332,182384000
2015-05-26,28.9976749420166,29.73369254683019,28.885818453687776,29.66434207024058,282790400
2015-05-27,29.5390625,29.588279632224047,29.093875822504415,29.15875108938734,183332800
2015-05-28,29.48089027404785,29.51892106333219,29.328767116910498,29.49878771846198,122933200
2015-05-29,29.14531135559082,29.407054994206828,29.06029937577819,29.357837891535027,203538000
2015-06-01,29.2034854888916,29.39364285204603,29.093868333726718,29.145321353775305,128451200
2015-06-02,29.07373809814453,29.230336489121086,28.930561938738983,29.051365436466924,134670400
2015-06-03,29.109527587890625,29.292973843057794,29.060310466435467,29.23033449094917,123934000
2015-06-04,28.939498901367188,29.212428893788505,28.83882878596962,28.988716009088257,153800400
2015-06-05,28.78067398071289,29.01333739531543,28.715798717434605,28.970831382248278,142507200
2015-06-08,28.59051513671875,28.905951209345766,28.373513306351683,28.83659732877997,210699200
2015-06-09,28.505508422851562,28.6531598136829,28.10282606991949,28.344434798960876,224301600
2015-06-10,28.832122802734375,28.935028836397862,28.601697056785675,28.61735689322936,156349200
2015-06-11,28.76725196838379,29.122954795847278,28.742643403450447,28.899241810485698,141563600
2015-06-12,28.449573516845703,28.709081340547552,28.436151286928105,28.677761666210326,147544800
2015-06-15,28.393644332885742,28.46523240137418,28.12295189557652,28.210199800709486,175955600
2015-06-16,28.5457706451416,28.60169887983302,28.27060468626461,28.418254338316935,125976400
2015-06-17,28.478654861450195,28.6084070554388,28.353374467993678,28.572613876447008,131672400
2015-06-18,28.6084041595459,28.70460077186533,28.460754537610217,28.462992144443856,141628800
2015-06-19,28.32205581665039,28.594985856820955,28.277313914600267,28.570377298655142,218867600
2015-06-22,28.54800796508789,28.648678103801466,28.429440381822584,28.521161798260287,136157200
2015-06-23,28.41825294494629,28.548006852699064,28.384695664417926,28.518924786531382,121075600
2015-06-24,28.659866333007812,29.037941766950528,28.43839098908134,28.458524335440853,221123600
2015-06-25,28.52340316772461,28.903714527243146,28.52340316772461,28.82765293805723,127752400
2015-06-26,28.355615615844727,28.63301918814861,28.301924987255592,28.561431114431663,176267200
2015-06-29,27.858963012695312,28.292966520199244,27.847778393438297,28.067016046965435,196645600
2015-06-30,28.060312271118164,28.21467473565285,27.932795972048606,28.09163194409706,177482800
2015-07-01,28.32205581665039,28.39811909828859,28.18559079656511,28.389170376519733,120955200
2015-07-02,28.286270141601562,28.34219838740081,28.136381145695676,28.2840325338671,108844000
2015-07-06,28.18783187866211,28.239286608477762,27.930561643172588,27.950696696333278,112241600
2015-07-07,28.11847686767578,28.22138460388914,27.688946773175307,28.16321876801408,187787200
2015-07-08,27.42049217224121,27.88357784222401,27.41378105781733,27.847784663031955,243046400
2015-07-09,26.86121368408203,27.75382787155724,26.671058019032134,27.70684835714216,314380000
2015-07-10,27.579328536987305,27.706844833265688,27.11624286031379,27.279554043095505,245418000
2015-07-13,28.111770629882812,28.13414158393267,27.811994383872626,27.970830376459347,165762000
2015-07-14,28.1005802154541,28.270602513752706,27.973063918428686,28.19677684000269,127072400
2015-07-15,28.37127685546875,28.445102540173007,28.093873269458246,28.125192946582285,134596800
2015-07-16,28.749347686767578,28.762773330113234,28.48984157296087,28.5770894799712,144889600
2015-07-17,28.9976749420166,28.9976749420166,28.704611488769334,28.876871436600684,184658800
2015-07-20,29.5457763671875,29.747116693701475,29.23928724820108,29.29969071159101,235600800
2015-07-21,29.25046730041504,29.735923977146935,29.154272373437163,29.72026584620132,307025600
2015-07-22,28.013330459594727,28.075969800404998,27.290737019718435,27.290737019718435,461802400
2015-07-23,27.999916076660156,28.43168046919192,27.977543414278724,28.23257606291761,203998000
2015-07-24,27.85226058959961,28.1296641529109,27.718033169080872,28.03570512922721,168649200
2015-07-27,27.465234756469727,27.653154498985707,27.3198227222158,27.53682282342959,177822000
2015-07-28,27.60169792175293,27.72026719647293,27.416017505631867,27.60169792175293,134472400
2015-07-29,27.51445770263672,27.628551795240174,27.353384091148197,27.550252597098396,148046800
2015-07-30,27.375749588012695,27.42049148758414,27.228098247197618,27.364563259722804,134513200
2015-07-31,27.136371612548828,27.436146036865527,27.049123730439117,27.427197317316615,171540000
2015-08-03,26.49656105041504,27.42049487435575,26.290743849300853,27.181122097815482,279904000
2015-08-04,25.646453857421875,26.331014975776036,25.335492976418223,26.26837561942918,496554400
2015-08-05,25.81647300720215,26.272847598831326,25.07821963993261,25.268375293079536,397250400
2015-08-06,25.872648239135742,26.180522815654196,25.645676700681634,26.06141856557994,211612000
2015-08-07,25.96029281616211,26.12434320963063,25.73107352690501,25.749051981028636,154681600
2015-08-10,26.904142379760742,26.96481752220185,26.187267346347056,26.187267346347056,219806400
2015-08-11,25.50409507751465,26.558058161759153,25.468139891091234,26.47490911421844,388331200
2015-08-12,25.897375106811523,25.93782577939821,24.63666447813325,25.288368996687595,404870000
2015-08-13,25.877151489257812,26.158058470872593,25.740068745068186,26.077157123005925,194143200
2015-08-14,26.05917739868164,26.13783100680857,25.620963214460115,25.690627593869674,171718000
2015-08-17,26.32884407043457,26.438959100707535,25.955798865502036,26.077150858148052,163538800
2015-08-18,26.180524826049805,26.39176737758443,26.07040979397144,26.164794107181464,138242800
2015-08-19,25.84568214416504,26.185016439776035,25.771522312202517,26.090632134288988,193146000
2015-08-20,25.315336227416992,25.69736901700774,25.08611518204649,25.636693866480293,274006400
2015-08-21,23.76698112487793,25.146796240733956,23.74226117047983,24.81644931788693,513102000
2015-08-24,23.173704147338867,24.45014560508796,20.6747548949793,21.319717974691265,648825200
2015-08-25,23.313032150268555,24.96926036037767,23.259098488910645,24.96926036037767,414406400
2015-08-26,24.650150299072266,24.69509473086913,23.60742370779942,24.065862398591992,387098400
2015-08-27,25.376007080078125,25.447919182922238,24.72430268363598,25.220947626316622,338464400
2015-08-28,25.459156036376953,25.463649792683043,25.06588635058288,25.20746282024163,212657600
2015-08-31,25.340057373046875,25.73782090298381,25.169265448863946,25.176006942071666,224917200
2015-09-01,24.207439422607422,25.14229693113925,24.12653807774639,24.75352264315936,307383600
2015-09-02,25.245670318603516,25.245670318603516,24.524301427279433,24.771500931846628,247555200
2015-09-03,24.802955627441406,25.34454322528703,24.7287957962469,25.27937262040576,212935600
2015-09-04,24.555761337280273,24.82093756828598,24.3849711450881,24.488344697579144,199985200
2015-09-08,25.238933563232422,25.295114967630692,24.7917300642879,25.113087766026823,219374400
2015-09-09,24.753517150878906,25.623203843389863,24.668120353295503,25.564776440802984,340043200
2015-09-10,25.29735565185547,25.45691059012578,24.697338831630514,24.780486189668327,251571200
2015-09-11,25.665908813476562,25.665908813476562,25.11533181697058,25.122073310185897,199662000
2015-09-14,25.913101196289062,26.26816795724045,25.811975390160278,26.198503589219275,233453600
2015-09-15,26.131092071533203,26.187273470625602,25.71310232512414,26.052438455707893,173364800
2015-09-16,26.16030502319336,26.189518730732296,25.942320940999544,26.12434810820383,148694000
2015-09-17,25.60073471069336,26.178279316129398,25.555790285682896,25.991758409268044,256450400
2015-09-18,25.4951171875,25.686135308277102,25.14005206268317,25.21645793937788,297141200
2015-09-21,25.8906307220459,25.926587633449145,25.54230714405641,25.544553165129184,200888000
2015-09-22,25.4838809967041,25.65916667396787,25.286121389928482,25.479385524993692,201384800
2015-09-23,25.690628051757812,25.780518626013613,25.461408716199617,25.53556685402956,143026800
2015-09-24,25.843441009521484,25.955803796519405,25.252413367139653,25.450171255028767,200878000
2015-09-25,25.778268814086914,26.223226177832004,25.62320762884666,26.167044787761764,224607600
2015-09-28,25.268142700195312,25.74680752927548,25.268142700195312,25.585004850566698,208436000
2015-09-29,24.508569717407227,25.50859951637357,24.23889972359608,25.355786062675254,293461600
2015-09-30,24.7872257232666,25.065884890041065,24.43440672286452,24.75801030816015,265892000
2015-10-01,24.625431060791016,24.6344202903149,24.115303001061907,24.510820527511754,255716400
2015-10-02,24.805208206176758,24.946786414891452,24.16923613568208,24.272609693834994,232079200
2015-10-05,24.895095825195312,25.027684789490863,24.51081534552357,24.69284248996812,208258800
2015-10-06,25.014204025268555,25.110836094269658,24.668126422672046,24.861390560674252,192787200
2015-10-07,24.895095825195312,25.117573636685297,24.587222923062672,25.1108321445977,187062400
2015-10-08,24.607450485229492,24.762511680769144,24.31755428746931,24.762511680769144,247918400
2015-10-09,25.196231842041016,25.232187042142122,24.605202488226055,24.719813010430943,211064400
2015-10-12,25.079374313354492,25.337809072519242,25.043419112207804,25.333315315320945,121868800
2015-10-13,25.122068405151367,25.270386370489963,24.872622917767544,24.904084356309667,132197200
2015-10-14,24.767005920410156,25.061395881021138,24.620933950775356,25.00970995784766,177849600
2015-10-15,25.137794494628906,25.191728134407825,24.82991994329023,24.92879971165116,150694000
2015-10-16,24.953529357910156,25.16926571544296,24.838918828604545,25.119825812035828,156930400
2015-10-19,25.10858917236328,25.11308292946071,24.744533124749246,24.899594319671532,119036800
2015-10-20,25.567028045654297,25.65691861902344,24.904088281782034,25.020944826997862,195871200
2015-10-21,25.56477928161621,25.973779717771897,25.551294582619498,25.618712934043362,167180800
2015-10-22,25.9558048248291,25.9558048248291,25.64118866586654,25.69287630432216,166616400
2015-10-23,26.76032257080078,26.794031750821848,26.142327223655005,26.225474591250833,237467600
2015-10-26,25.906360626220703,26.546828088370084,25.825459292631326,26.535592839800355,265335200
2015-10-27,25.742311477661133,26.189514825406913,25.616464008483966,25.933327845128844,279537600
2015-10-28,26.803016662597656,26.809759869563173,26.0816478240831,26.27715967760422,342205600
2015-10-29,27.08617401123047,27.122130927170247,26.578293717961888,26.674925786399893,204909200
2015-10-30,26.854700088500977,27.241228263679538,26.843463126505448,27.189540638827655,197461200
2015-11-02,27.23224639892578,27.27269707271753,26.87942729983336,27.146851294041042,128813200
2015-11-03,27.54460906982422,27.751356152892235,27.12437169736484,27.14459788729529,182076000
2015-11-04,27.41651725769043,27.825517692462064,27.331122165426425,27.670456513423844,179544400
2015-11-05,27.290136337280273,27.68960423873971,27.123128043388707,27.500025813845593,158210800
2015-11-06,27.321727752685547,27.490993374920475,27.22242642517181,27.33301281624479,132169200
2015-11-09,27.211143493652344,27.49099552888714,27.093786743992297,27.299161486362152,135485600
2015-11-10,26.35352897644043,26.646923419181427,26.19329105588032,26.382869453829933,236511600
2015-11-11,26.204574584960938,26.50022464567781,26.001455499718507,26.26325381444406,180872000
2015-11-12,26.116559982299805,26.36481590890519,26.100761924839254,26.2384314492208,130102400
2015-11-13,25.353734970092773,26.082706411554206,25.33793691269189,25.999201409944344,183249600
2015-11-16,25.768993377685547,25.78253407383152,25.051307210352455,25.13706782237465,152426800
2015-11-17,25.65840721130371,25.965342286672424,25.57490223340563,25.936001815645692,110467600
2015-11-18,26.47089195251465,26.516028772076655,26.066911046555308,26.12559028947335,186698800
2015-11-19,26.807161331176758,27.02607848458693,26.351273332729036,26.54987771550227,173183200
2015-11-20,26.924522399902344,27.064447563301567,26.822961980617343,26.9019522699329,137148400
2015-11-23,26.574703216552734,27.021565225710173,26.48217051474164,26.91774746011661,129930000
2015-11-24,26.829730987548828,26.935804394401316,26.43252220348979,26.479916374706185,171212800
2015-11-25,26.637895584106445,26.90872161960704,26.613069821139085,26.904206905326248,85553200
2015-11-27,26.588245391845703,26.723659277317896,26.540851220674067,26.69657615585164,52185600
2015-11-30,26.698829650878906,26.949342892160754,26.574700847772107,26.628865361010153,156721200
2015-12-01,26.482177734375,26.813938726460847,26.3738486687099,26.800398023717573,139409600
2015-12-02,26.24294662475586,26.655955232252715,26.19780980593119,26.482174863873283,133546400
2015-12-03,25.999202728271484,26.3580467958002,25.77802991344428,26.303882270801992,166278000
2015-12-04,26.863582611083984,26.91323413614076,25.978888032181946,26.01951185069576,231108000
2015-12-07,26.694320678710938,27.05090738809892,26.588247264487748,26.852302982269016,128336800
2015-12-08,26.683029174804688,26.766532433082066,26.373836734487742,26.52278956284062,137238000
2015-12-09,26.093996047973633,26.561169223660542,25.9721245601606,26.54988415702882,185445600
2015-12-10,26.218120574951172,26.391900941455514,26.069167696949552,26.188781815217627,116850800
2015-12-11,25.54330825805664,26.04207736666678,25.468830978734992,25.996940560819052,187544800
2015-12-14,25.38532829284668,25.43046509972056,24.778228425797757,25.317621360677048,257274800
2015-12-15,24.93621063232422,25.45754991228746,24.90461452103662,25.263458530458536,213292400
2015-12-16,25.128049850463867,25.27474709568018,24.554805014707856,25.067114972346562,224954000
2015-12-17,24.59542465209961,25.333422023816897,24.59542465209961,25.281513140894017,179091200
2015-12-18,23.929643630981445,24.717292467295476,23.87999210904976,24.579624686292426,385813200
2015-12-21,24.223045349121094,24.23207305781666,23.825834775813107,24.211760282786795,190362400
2015-12-22,24.200481414794922,24.31106785351741,24.024443645457886,24.238847892453382,131157600
2015-12-23,24.511920928955078,24.566085449963985,24.193700709077202,24.209498766115598,130629600
2015-12-24,24.381017684936523,24.599934811508824,24.36296227366362,24.599934811508824,54281600
2015-12-28,24.107940673828125,24.304289434927057,23.963500799637803,24.281719305574285,106816800
2015-12-29,24.541257858276367,24.69698278167213,24.116965985227196,24.139534390478726,123724800
2015-12-30,24.220781326293945,24.532229442217997,24.18918521548392,24.50514804544306,100855200
2015-12-31,23.75587272644043,24.1553389446198,23.65656965038841,24.150825951098987,163649200
2016-01-04,23.776180267333984,23.780694982047198,23.020127407631637,23.157796934778954,270597600
2016-01-05,23.18036460876465,23.88902327269363,23.112659386942752,23.866454865419666,223164000
2016-01-06,22.726730346679688,23.103629776733978,22.539411032061107,22.695134234726723,273829600
2016-01-07,21.767560958862305,22.598091114446778,21.763047966009083,22.270844894024773,324377600
2016-01-08,21.882658004760742,22.36788643447157,21.837521197193666,22.24150199579669,283192000
2016-01-11,22.236989974975586,22.35660407918737,21.96842128840713,22.336293029880032,198957600
2016-01-12,22.559728622436523,22.72448130127531,22.306957931653283,22.692885180159838,196616800
2016-01-13,21.979705810546875,22.837319011904945,21.959394761740434,22.640970264147654,249758400
2016-01-14,22.460416793823242,22.67707828543944,21.607318412322584,22.108344883199806,252680400
2016-01-15,21.921030044555664,22.051929230429984,21.521563858119055,21.71114056439832,319335600
2016-01-19,21.814956665039062,22.264074350916722,21.553158313482385,22.20990982785157,212350800
2016-01-20,21.844295501708984,22.160258377469596,21.083727931282407,21.462883037823314,289337600
2016-01-21,21.733715057373047,22.090300131962582,21.426779804968664,21.905236381706374,208646000
2016-01-22,22.889223098754883,22.89825080429807,22.200877339209892,22.25955484245245,263202000
2016-01-25,22.442367553710938,22.914053644311036,22.39045866646073,22.91179628698908,207178000
2016-01-26,22.566486358642578,22.767348039958595,22.133166892558034,22.552945663408217,300308000
2016-01-27,21.083728790283203,21.808185560146175,21.065673374507742,21.675030742985395,533478800
2016-01-28,21.23493766784668,21.331983369121573,20.851269577332417,21.167232445798984,222715200
2016-01-29,21.968420028686523,21.968420028686523,21.29361489793478,21.39291794714496,257666000
2016-02-01,21.763042449951172,21.826234665034523,21.53058463509796,21.77207015522861,163774000
2016-02-02,21.322959899902344,21.6750319173024,21.27782135801816,21.535105020250406,149428800
2016-02-03,21.744985580444336,21.85557194942055,21.232675823798164,21.440307865672292,183857200
2016-02-04,21.919713973999023,22.085360609990744,21.599768733525107,21.751799462907766,185886800
2016-02-05,21.33428192138672,21.992327574806925,21.25940221938707,21.9015623586106,185672400
2016-02-08,21.55892562866211,21.71549384781649,21.111908379419077,21.13232964362086,216085600
2016-02-09,21.55438232421875,21.769949882242138,21.31385602508739,21.395544528792783,177324800
2016-02-10,21.39100456237793,21.862982182429302,21.352429917878116,21.765409902622547,169374400
2016-02-11,21.26166343688965,21.493114752274785,21.009790863136274,21.28208642645985,200298800
2016-02-12,21.327472686767578,21.44319836905149,21.105099747228497,21.37285615589967,161405600
2016-02-16,21.928789138793945,21.976440480596768,21.468157770164417,21.56119084762643,196231600
2016-02-17,22.264623641967773,22.285044907114546,21.817606372039087,21.935599943470816,179452800
2016-02-18,21.84256935119629,22.439347827472847,21.80399296060897,22.428001524734917,156084000
2016-02-19,21.792638778686523,21.956015771329387,21.73818035820623,21.78356208673948,141496800
2016-02-22,21.983247756958008,21.987786969284326,21.765412307755714,21.853907904894076,137123200
2016-02-23,21.48630714416504,21.897017488144588,21.454539588896008,21.874326624552697,127770400
2016-02-24,21.806257247924805,21.86979237287173,21.175441748519887,21.325204598353906,145022800
2016-02-25,21.95601463317871,21.95601463317871,21.613376887547727,21.794907254674552,110330800
2016-02-26,21.99005889892578,22.24192981117695,21.915177468449855,22.05586190378984,115964400
2016-02-29,21.940128326416016,22.289573117566405,21.931051635985938,21.97870296234258,140865200
2016-03-01,22.811481475830078,22.86593991500341,22.1057844483328,22.157975012142394,201628400
2016-03-02,22.861392974853516,22.893160528828627,22.609520417478087,22.80693455821073,132678400
2016-03-03,23.03158187866211,23.079233219632314,22.793323442608855,22.8228231283539,147822800
2016-03-04,23.37421989440918,23.542134392326258,23.002084125402565,23.22899626412378,184220400
2016-03-07,23.115543365478516,23.333378840786693,22.90905245994117,23.23353693206952,143315600
2016-03-08,22.924930572509766,23.09057717725694,22.78197656409659,22.868202544078848,126247600
2016-03-09,22.945354461669922,23.049733830326787,22.752477772488778,22.9884665877486,108806800
2016-03-10,22.956701278686523,23.199497204424766,22.725251652671545,23.011161439915455,134054400
2016-03-11,23.204036712646484,23.208574193872277,23.03158299562731,23.199497500218392,109632800
2016-03-14,23.263031005859375,23.351528330026163,23.095116512952448,23.124616198075437,100304400
2016-03-15,23.7304744720459,23.866621423892376,23.5648278309777,23.5897883074565,160270800
2016-03-16,24.045875549316406,24.12302483245281,23.732735742887154,23.737274954366907,153214000
2016-03-17,24.007305145263672,24.1593358638334,23.816698047114713,23.943768291745858,137682800
2016-03-18,24.034528732299805,24.166138163136797,23.868883872110054,24.129831396891323,176820800
2016-03-21,24.03226661682129,24.427093272745285,23.857543291998166,24.036804098088368,142010800
2016-03-22,24.216064453125,24.345404306856626,23.873426628564893,23.882503322132305,129777600
2016-03-23,24.08218002319336,24.29547794651407,24.029991210807587,24.161600641418318,102814000
2016-03-24,23.977811813354492,24.109421305144163,23.8008205739421,23.932430065731772,104532000
2016-03-28,23.868886947631836,24.095799072298128,23.839387263455862,24.052685214626855,77645600
2016-03-29,24.433902740478516,24.458863217884776,23.79854796665052,23.800817573106315,124760400
2016-03-30,24.860492706298828,25.055637278930124,24.642657266636444,24.65400356575308,182404400
2016-03-31,24.73115348815918,24.93764436515272,24.70619301443024,24.896800110978297,103553600
2016-04-01,24.95806312561035,24.960332731504337,24.551890230689807,24.683499673308052,103496000
2016-04-04,25.214475631713867,25.457271533119805,25.02159894296161,25.055636107518012,149424800
2016-04-05,24.917219161987305,25.125979626582534,24.82872357432712,24.849146565203664,106314800
2016-04-06,25.17816734313965,25.182706554781277,24.77880154757436,25.012522473462216,105616400
2016-04-07,24.629039764404297,25.055633893028244,24.53373709703117,24.94898492807177,127207600
2016-04-08,24.656278610229492,24.90814954039236,24.545090394208763,24.71300665592076,94326800
2016-04-11,24.737966537475586,25.09875782483851,24.694854397991413,24.726621966538758,117630000
2016-04-12,25.060178756713867,25.07379293192292,24.656275400956712,24.810574003198916,108929200
2016-04-13,25.42323112487793,25.491303714103427,25.14186061410173,25.14186061410173,133029200
2016-04-14,25.436853408813477,25.502658144559245,25.262131803090348,25.327936538836116,101895600
